"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","Replicate","VP","VP_SE","VP_R_Squared","VP_Type","abs_VP"
"NJ2020","2","1","T0_T20.5","c_V1","VP","1",3201720.65379739,710427.787275565,0.871304279296996,"LM_SR",65635273.4028465
"NJ2020","2","1","T0_T24","c_V1","VP","1",4045836.84454337,759356.778394942,0.876495021896623,"LM_SR",97100084.2690408
"NJ2020","2","1","T0_T3","c_V1","VP","2",-831108.586666669,NA,1,"LM_SR",-2493325.76000001
"NJ2020","2","1","T0_T6","c_V1","VP","2",-680778.108333334,86793.3421331564,0.98400591609675,"LM_SR",-4084668.65000001
"NJ2020","2","1","T0_T17.5","c_V1","VP","2",1061394.45741017,416674.556012811,0.764393481291709,"LM_SR",18574403.0046781
"NJ2020","2","1","T0_T20.5","c_V1","VP","2",1272950.17100394,280526.963769174,0.87283187509902,"LM_SR",26095478.5055808
"NJ2020","2","1","T0_T24","c_V1","VP","2",1668262.81602825,332970.337638278,0.862555001116748,"LM_SR",40038307.5846781
"NJ2020","2","1","T0_T3","c_V1","VP","3",-654708.923333331,NA,1,"LM_SR",-1964126.76999999
"NJ2020","2","1","T0_T6","c_V1","VP","3",-636484.553333336,10521.844925313,0.999726794530903,"LM_SR",-3818907.32000002
"NJ2020","2","1","T0_T17.5","c_V1","VP","3",1561927.66125934,525213.902777623,0.815566444198059,"LM_SR",27333734.0720384
"NJ2020","2","1","T0_T20.5","c_V1","VP","3",2309534.86917197,557243.297130373,0.851319359412196,"LM_SR",47345464.8180255
"NJ2020","2","1","T0_T24","c_V1","VP","3",3050385.6332523,637203.731828735,0.85139360389387,"LM_SR",73209255.1980552
"NJ2020","3","1","T0_T3","c_V1","VP","1",613710.680000001,NA,1,"LM_SR",1841132.04
"NJ2020","3","1","T0_T6","c_V1","VP","1",182605.678333333,248898.588761244,0.349910429232615,"LM_SR",1095634.07
"NJ2020","3","1","T0_T9","c_V1","VP","1",133887.565666667,114809.638088744,0.404753520358806,"LM_SR",1204988.091
"NJ2020","3","1","T0_T12","c_V1","VP","1",-109797.094,155524.34574146,0.142467065637525,"LM_SR",-1317565.128
"NJ2020","3","1","T0_T24","c_V1","VP","1",495809.823916667,187346.01205495,0.636493268866333,"LM_SR",11899435.774
"NJ2020","3","1","T0_T3","c_V1","VP","2",548043.853333334,NA,1,"LM_SR",1644131.56
"NJ2020","3","1","T0_T6","c_V1","VP","2",194649.809999999,204032.14604851,0.476479640839109,"LM_SR",1167898.85999999
"NJ2020","3","1","T0_T9","c_V1","VP","2",-199920.333333334,245399.72017288,0.249162107004746,"LM_SR",-1799283
"NJ2020","3","1","T0_T12","c_V1","VP","2",-417100.732666666,189198.61567104,0.618325896595175,"LM_SR",-5005208.792
"NJ2020","3","1","T0_T24","c_V1","VP","2",285290.695083333,218688.320668808,0.298474631311898,"LM_SR",6846976.682
"NJ2020","3","1","T0_T3","c_V1","VP","3",986558.47,NA,1,"LM_SR",2959675.41
"NJ2020","3","1","T0_T6","c_V1","VP","3",-342581.935000001,767379.570617558,0.166180639117986,"LM_SR",-2055491.61000001
"NJ2020","3","1","T0_T9","c_V1","VP","3",-213973.341,351123.441584945,0.15660350640445,"LM_SR",-1925760.069
"NJ2020","3","1","T0_T12","c_V1","VP","3",-212608.852666667,202722.744208988,0.268276884732553,"LM_SR",-2551306.232
"NJ2020","3","1","T0_T24","c_V1","VP","3",316822.885333333,176249.140658863,0.446850134546846,"LM_SR",7603749.248
"NJ2020","4","1","T0_T3","c_V1","VP","1",195612.153333333,NA,1,"LM_SR",586836.46
"NJ2020","4","1","T0_T6","c_V1","VP","1",2577922.06666667,1375427.26975611,0.778412405969323,"LM_SR",15467532.4
"NJ2020","4","1","T0_T9","c_V1","VP","1",1871174.285,738144.640641658,0.762641457517411,"LM_SR",16840568.565
"NJ2020","4","1","T0_T12","c_V1","VP","1",1507979.923,474962.333628183,0.770647186307627,"LM_SR",18095759.076
"NJ2020","4","1","T0_T24","c_V1","VP","1",704996.6385,309886.793376341,0.564065311953057,"LM_SR",16919919.324
"NJ2020","4","1","T0_T3","c_V1","VP","2",732173.576666668,NA,1,"LM_SR",2196520.73
"NJ2020","4","1","T0_T6","c_V1","VP","2",2617739.57833333,1088632.03863706,0.85255450779707,"LM_SR",15706437.47
"NJ2020","4","1","T0_T9","c_V1","VP","2",1823118.114,668953.187427315,0.787852947438604,"LM_SR",16408063.026
"NJ2020","4","1","T0_T12","c_V1","VP","2",1340553.40633333,476223.709354676,0.725376121843593,"LM_SR",16086640.876
"NJ2020","4","1","T0_T24","c_V1","VP","2",868050.41,247240.500253113,0.755004177066418,"LM_SR",20833209.84
"NJ2020","4","1","T0_T3","c_V1","VP","3",525994.326666668,NA,1,"LM_SR",1577982.98
"NJ2020","4","1","T0_T6","c_V1","VP","3",2579756.515,1185740.15228573,0.825585139748111,"LM_SR",15478539.09
"NJ2020","4","1","T0_T9","c_V1","VP","3",2441768.73233333,536230.191059402,0.91203037024874,"LM_SR",21975918.591
"NJ2020","4","1","T0_T12","c_V1","VP","3",1704047.83666667,526553.238114574,0.777335585303901,"LM_SR",20448574.04
"NJ2020","4","1","T0_T24","c_V1","VP","3",683359.578583333,372562.715466505,0.456841975350249,"LM_SR",16400629.886
"NJ2020","5","1","T0_T3","c_V1","VP","1",257609.773333334,NA,1,"LM_SR",772829.320000003
"NJ2020","5","1","T0_T6","c_V1","VP","1",1210723.84833333,550280.667769672,0.828792060932624,"LM_SR",7264343.09
"NJ2020","5","1","T0_T9","c_V1","VP","1",234654.418333333,614924.607891934,0.0678674314590976,"LM_SR",2111889.765
"NJ2020","5","1","T0_T12","c_V1","VP","1",146774.044,358634.090954376,0.0528785799999024,"LM_SR",1761288.528
"NJ2020","5","1","T0_T24","c_V1","VP","1",110353.233833333,155648.616173634,0.11163743720996,"LM_SR",2648477.61199999
"NJ2020","5","1","T0_T3","c_V1","VP","2",534663.100000002,NA,1,"LM_SR",1603989.30000001
"NJ2020","5","1","T0_T6","c_V1","VP","2",201017.759999999,192630.226862863,0.521297522748497,"LM_SR",1206106.55999999
"NJ2020","5","1","T0_T9","c_V1","VP","2",-142802.042999999,216391.542899826,0.17881342426346,"LM_SR",-1285218.38699999
"NJ2020","5","1","T0_T12","c_V1","VP","2",171750.849666666,220430.504636975,0.168305069738985,"LM_SR",2061010.19599999
"NJ2020","5","1","T0_T24","c_V1","VP","2",-9721.93450000024,108880.28134372,0.00198921696771848,"LM_SR",-233326.428000006
"NJ2020","5","1","T0_T3","c_V1","VP","3",-180480.403333331,NA,1,"LM_SR",-541441.209999993
"NJ2020","5","1","T0_T6","c_V1","VP","3",-529801.055000001,201680.372273245,0.873430265833771,"LM_SR",-3178806.33000001
"NJ2020","5","1","T0_T9","c_V1","VP","3",-178642.756666667,221898.726167688,0.244749677853863,"LM_SR",-1607784.81
"NJ2020","5","1","T0_T12","c_V1","VP","3",-8063.72899999958,161592.336198789,0.000829370784823167,"LM_SR",-96764.747999995
"NJ2020","5","1","T0_T24","c_V1","VP","3",27776.9507499994,70732.3248480102,0.0371230846270953,"LM_SR",666646.817999986
"NJ2020","6","1","T0_T3","c_V1","VP","1",233133.240000001,NA,1,"LM_SR",699399.720000003
"NJ2020","6","1","T0_T6","c_V1","VP","1",-852463.956666669,626769.833727002,0.649104006028147,"LM_SR",-5114783.74000002
"NJ2020","6","1","T0_T9","c_V1","VP","1",-1681146.37693333,554502.422099046,0.821298951347612,"LM_SR",-15130317.3924
"NJ2020","6","1","T0_T12","c_V1","VP","1",-717193.3032,642048.405359401,0.29374820331987,"LM_SR",-8606319.6384
"NJ2020","6","1","T0_T24","c_V1","VP","1",-72393.9748333337,334573.736543648,0.011569307990822,"LM_SR",-1737455.39600001
"NJ2020","6","1","T0_T3","c_V1","VP","2",289948.570000003,NA,1,"LM_SR",869845.710000008
"NJ2020","6","1","T0_T6","c_V1","VP","2",-186943.733333335,275333.89970396,0.315538061896977,"LM_SR",-1121662.40000001
"NJ2020","6","1","T0_T9","c_V1","VP","2",-210113.637666667,123857.577163625,0.589980600928187,"LM_SR",-1891022.739
"NJ2020","6","1","T0_T12","c_V1","VP","2",-202910.445,71630.0342161871,0.72787904705849,"LM_SR",-2434925.34
"NJ2020","6","1","T0_T24","c_V1","VP","2",-95218.9885000004,43914.5845716136,0.540305212843285,"LM_SR",-2285255.72400001
"NJ2020","6","1","T0_T3","c_V1","VP","3",-882847.066666663,NA,1,"LM_SR",-2648541.19999999
"NJ2020","6","1","T0_T6","c_V1","VP","3",-279.603333334441,509550.562533506,3.01099467670515e-07,"LM_SR",-1677.62000000665
"NJ2020","6","1","T0_T9","c_V1","VP","3",-378064.158000001,315439.500386164,0.418008720494366,"LM_SR",-3402577.42200001
"NJ2020","6","1","T0_T12","c_V1","VP","3",-340475.245333333,183407.56505602,0.534607311487177,"LM_SR",-4085702.944
"NJ2020","6","1","T0_T24","c_V1","VP","3",-193700.829083334,90013.4169790953,0.536539212087768,"LM_SR",-4648819.89800001
"NJ2020","7","1","T0_T3","c_V1","VP","1",367571.614666667,NA,1,"LM_SR",1102714.844
"NJ2020","7","1","T0_T6","c_V1","VP","1",262344.465333333,60752.9229936569,0.949101698083302,"LM_SR",1574066.792
"NJ2020","7","1","T0_T9","c_V1","VP","1",-121544.2658,223297.341738562,0.12902594942891,"LM_SR",-1093898.3922
"NJ2020","7","1","T0_T12","c_V1","VP","1",-93327.7661333333,129945.980675237,0.146713379443958,"LM_SR",-1119933.1936
"NJ2020","7","1","T0_T24","c_V1","VP","1",-75384.9401916667,56506.15767587,0.307937687218216,"LM_SR",-1809238.5646
"NJ2020","7","1","T0_T3","c_V1","VP","2",247029.045,NA,1,"LM_SR",741087.135
"NJ2020","7","1","T0_T6","c_V1","VP","2",-52459.6300000001,172909.867130494,0.084288719546908,"LM_SR",-314757.780000001
"NJ2020","7","1","T0_T9","c_V1","VP","2",-150236.4235,95740.9606486739,0.551808582666188,"LM_SR",-1352127.8115
"NJ2020","7","1","T0_T12","c_V1","VP","2",-52392.2153666666,79035.4785548237,0.127762358638247,"LM_SR",-628706.584399999
"NJ2020","7","1","T0_T24","c_V1","VP","2",-42510.7619833334,34342.0400521776,0.276974239188531,"LM_SR",-1020258.2876
"NJ2020","7","1","T0_T3","c_V1","VP","3",-224130.517333333,NA,1,"LM_SR",-672391.552
"NJ2020","7","1","T0_T6","c_V1","VP","3",-168844.095333334,31919.6306242314,0.965494082820977,"LM_SR",-1013064.572
"NJ2020","7","1","T0_T9","c_V1","VP","3",-154264.512433333,16571.8831061368,0.97744037223177,"LM_SR",-1388380.6119
"NJ2020","7","1","T0_T12","c_V1","VP","3",-31990.2260333333,71240.5044533719,0.0629807602686128,"LM_SR",-383882.7124
"NJ2020","7","1","T0_T24","c_V1","VP","3",-6978.22270833337,31681.7792384471,0.0119832560172951,"LM_SR",-167477.345000001
"NJ2020","1","1","T0_T3","c_V1","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T6","c_V1","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T17","c_V1","VP","1",143169.718545455,NA,NA,"VPCL_SR",1574866.904
"NJ2020","1","1","T0_T20","c_V1","VP","1",143169.718545455,NA,NA,"VPCL_SR",1574866.904
"NJ2020","1","1","T0_T24","c_V1","VP","1",424459.271522727,NA,NA,"VPCL_SR",4397862.202
"NJ2020","1","1","T0_T3","c_V1","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T6","c_V1","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T17","c_V1","VP","2",107526.052090909,NA,NA,"VPCL_SR",1182786.573
"NJ2020","1","1","T0_T20","c_V1","VP","2",140277.0765,NA,NA,"VPCL_SR",1963879.071
"NJ2020","1","1","T0_T24","c_V1","VP","2",140277.0765,NA,NA,"VPCL_SR",1963879.071
"NJ2020","1","1","T0_T3","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T6","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T17","c_V1","VP","3",179778.336818182,NA,NA,"VPCL_SR",1977561.705
"NJ2020","1","1","T0_T20","c_V1","VP","3",179778.336818182,NA,NA,"VPCL_SR",1977561.705
"NJ2020","1","1","T0_T24","c_V1","VP","3",179778.336818182,NA,NA,"VPCL_SR",1977561.705
"NJ2020","2","1","T0_T3","c_V1","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T6","c_V1","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T17.5","c_V1","VP","1",3265103.83043478,NA,NA,"VPCL_SR",37548694.05
"NJ2020","2","1","T0_T20.5","c_V1","VP","1",4828185.23862069,NA,NA,"VPCL_SR",70008685.96
"NJ2020","2","1","T0_T24","c_V1","VP","1",5779260.745,NA,NA,"VPCL_SR",104026693.41
"NJ2020","2","1","T0_T3","c_V1","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T6","c_V1","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T17.5","c_V1","VP","2",1753549.5173913,NA,NA,"VPCL_SR",20165819.45
"NJ2020","2","1","T0_T20.5","c_V1","VP","2",1894557.40068965,NA,NA,"VPCL_SR",27471082.31
"NJ2020","2","1","T0_T24","c_V1","VP","2",2540647.27388889,NA,NA,"VPCL_SR",45731650.93
"NJ2020","2","1","T0_T3","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T6","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T17.5","c_V1","VP","3",2450254.92434783,NA,NA,"VPCL_SR",28177931.63
"NJ2020","2","1","T0_T20.5","c_V1","VP","3",3609696.95241379,NA,NA,"VPCL_SR",52340605.81
"NJ2020","2","1","T0_T24","c_V1","VP","3",4547228.675,NA,NA,"VPCL_SR",81850116.15
"NJ2020","3","1","T0_T3","c_V1","VP","1",613710.68,NA,NA,"VPCL_SR",1841132.04
"NJ2020","3","1","T0_T6","c_V1","VP","1",613710.68,NA,NA,"VPCL_SR",1841132.04
"NJ2020","3","1","T0_T9","c_V1","VP","1",388812.158333333,NA,NA,"VPCL_SR",2332872.95
"NJ2020","3","1","T0_T12","c_V1","VP","1",388812.158333333,NA,NA,"VPCL_SR",2332872.95
"NJ2020","3","1","T0_T24","c_V1","VP","1",666961.129444444,NA,NA,"VPCL_SR",17011981.81
"NJ2020","3","1","T0_T3","c_V1","VP","2",548043.853333334,NA,NA,"VPCL_SR",1644131.56
"NJ2020","3","1","T0_T6","c_V1","VP","2",548043.853333334,NA,NA,"VPCL_SR",1644131.56
"NJ2020","3","1","T0_T9","c_V1","VP","2",548043.853333334,NA,NA,"VPCL_SR",1644131.56
"NJ2020","3","1","T0_T12","c_V1","VP","2",548043.853333334,NA,NA,"VPCL_SR",1644131.56
"NJ2020","3","1","T0_T24","c_V1","VP","2",822158.087916667,NA,NA,"VPCL_SR",14799399.43
"NJ2020","3","1","T0_T3","c_V1","VP","3",986558.47,NA,NA,"VPCL_SR",2959675.41
"NJ2020","3","1","T0_T6","c_V1","VP","3",986558.47,NA,NA,"VPCL_SR",2959675.41
"NJ2020","3","1","T0_T9","c_V1","VP","3",757859.325,NA,NA,"VPCL_SR",4547155.95
"NJ2020","3","1","T0_T12","c_V1","VP","3",757859.325,NA,NA,"VPCL_SR",4547155.95
"NJ2020","3","1","T0_T24","c_V1","VP","3",787097.009722222,NA,NA,"VPCL_SR",14694024.5
"NJ2020","4","1","T0_T3","c_V1","VP","1",195612.153333334,NA,NA,"VPCL_SR",586836.460000001
"NJ2020","4","1","T0_T6","c_V1","VP","1",2577922.06666667,NA,NA,"VPCL_SR",15467532.4
"NJ2020","4","1","T0_T9","c_V1","VP","1",2577922.06666667,NA,NA,"VPCL_SR",15467532.4
"NJ2020","4","1","T0_T12","c_V1","VP","1",1669936.16166667,NA,NA,"VPCL_SR",17753383.17
"NJ2020","4","1","T0_T24","c_V1","VP","1",1398600.273,NA,NA,"VPCL_SR",18756709.59
"NJ2020","4","1","T0_T3","c_V1","VP","2",732173.576666667,NA,NA,"VPCL_SR",2196520.73
"NJ2020","4","1","T0_T6","c_V1","VP","2",2617739.57833333,NA,NA,"VPCL_SR",15706437.47
"NJ2020","4","1","T0_T9","c_V1","VP","2",2617739.57833333,NA,NA,"VPCL_SR",15706437.47
"NJ2020","4","1","T0_T12","c_V1","VP","2",1411327.80916667,NA,NA,"VPCL_SR",16321185.59
"NJ2020","4","1","T0_T24","c_V1","VP","2",1584093.30016667,NA,NA,"VPCL_SR",23963142.8
"NJ2020","4","1","T0_T3","c_V1","VP","3",525994.326666667,NA,NA,"VPCL_SR",1577982.98
"NJ2020","4","1","T0_T6","c_V1","VP","3",2579756.515,NA,NA,"VPCL_SR",15478539.09
"NJ2020","4","1","T0_T9","c_V1","VP","3",2198240.95777778,NA,NA,"VPCL_SR",19784168.62
"NJ2020","4","1","T0_T12","c_V1","VP","3",2198240.95777778,NA,NA,"VPCL_SR",19784168.62
"NJ2020","4","1","T0_T24","c_V1","VP","3",1114886.36305556,NA,NA,"VPCL_SR",20162549.84
"NJ2020","5","1","T0_T3","c_V1","VP","1",257609.773333333,NA,NA,"VPCL_SR",772829.32
"NJ2020","5","1","T0_T6","c_V1","VP","1",1210723.84833333,NA,NA,"VPCL_SR",7264343.09
"NJ2020","5","1","T0_T9","c_V1","VP","1",1210723.84833333,NA,NA,"VPCL_SR",7264343.09
"NJ2020","5","1","T0_T12","c_V1","VP","1",991022.9125,NA,NA,"VPCL_SR",9578309.02
"NJ2020","5","1","T0_T24","c_V1","VP","1",729643.166166667,NA,NA,"VPCL_SR",10992780.35
"NJ2020","5","1","T0_T3","c_V1","VP","2",534663.1,NA,NA,"VPCL_SR",1603989.3
"NJ2020","5","1","T0_T6","c_V1","VP","2",534663.1,NA,NA,"VPCL_SR",1603989.3
"NJ2020","5","1","T0_T9","c_V1","VP","2",534663.1,NA,NA,"VPCL_SR",1603989.3
"NJ2020","5","1","T0_T12","c_V1","VP","2",1154222.66166667,NA,NA,"VPCL_SR",6925335.97
"NJ2020","5","1","T0_T24","c_V1","VP","2",1154222.66166667,NA,NA,"VPCL_SR",6925335.97
"NJ2020","5","1","T0_T3","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","5","1","T0_T6","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","5","1","T0_T9","c_V1","VP","3",757166.823333333,NA,NA,"VPCL_SR",2271500.47
"NJ2020","5","1","T0_T12","c_V1","VP","3",540130.453333333,NA,NA,"VPCL_SR",3240782.72
"NJ2020","5","1","T0_T24","c_V1","VP","3",540130.453333333,NA,NA,"VPCL_SR",3240782.72
"NJ2020","6","1","T0_T3","c_V1","VP","1",233133.24,NA,NA,"VPCL_SR",699399.719999999
"NJ2020","6","1","T0_T6","c_V1","VP","1",233133.24,NA,NA,"VPCL_SR",699399.719999999
"NJ2020","6","1","T0_T9","c_V1","VP","1",233133.24,NA,NA,"VPCL_SR",699399.719999999
"NJ2020","6","1","T0_T12","c_V1","VP","1",2100217.326,NA,NA,"VPCL_SR",12601303.956
"NJ2020","6","1","T0_T24","c_V1","VP","1",549468.287866666,NA,NA,"VPCL_SR",13686449.756
"NJ2020","6","1","T0_T3","c_V1","VP","2",289948.57,NA,NA,"VPCL_SR",869845.710000001
"NJ2020","6","1","T0_T6","c_V1","VP","2",289948.57,NA,NA,"VPCL_SR",869845.710000001
"NJ2020","6","1","T0_T9","c_V1","VP","2",289948.57,NA,NA,"VPCL_SR",869845.710000001
"NJ2020","6","1","T0_T12","c_V1","VP","2",289948.57,NA,NA,"VPCL_SR",869845.710000001
"NJ2020","6","1","T0_T24","c_V1","VP","2",149409.720833334,NA,NA,"VPCL_SR",976296.170000002
"NJ2020","6","1","T0_T3","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","6","1","T0_T6","c_V1","VP","3",882287.859999999,NA,NA,"VPCL_SR",2646863.58
"NJ2020","6","1","T0_T9","c_V1","VP","3",882287.859999999,NA,NA,"VPCL_SR",2646863.58
"NJ2020","6","1","T0_T12","c_V1","VP","3",534976.41,NA,NA,"VPCL_SR",3209858.46
"NJ2020","6","1","T0_T24","c_V1","VP","3",534976.41,NA,NA,"VPCL_SR",3209858.46
"NJ2020","7","1","T0_T3","c_V1","VP","1",367571.614666667,NA,NA,"VPCL_SR",1102714.844
"NJ2020","7","1","T0_T6","c_V1","VP","1",262344.465333333,NA,NA,"VPCL_SR",1574066.792
"NJ2020","7","1","T0_T9","c_V1","VP","1",262344.465333333,NA,NA,"VPCL_SR",1574066.792
"NJ2020","7","1","T0_T12","c_V1","VP","1",332885.7145,NA,NA,"VPCL_SR",2784347.683
"NJ2020","7","1","T0_T24","c_V1","VP","1",332885.7145,NA,NA,"VPCL_SR",2784347.683
"NJ2020","7","1","T0_T3","c_V1","VP","2",247029.045,NA,NA,"VPCL_SR",741087.135
"NJ2020","7","1","T0_T6","c_V1","VP","2",247029.045,NA,NA,"VPCL_SR",741087.135
"NJ2020","7","1","T0_T9","c_V1","VP","2",247029.045,NA,NA,"VPCL_SR",741087.135
"NJ2020","7","1","T0_T12","c_V1","VP","2",341895.227833333,NA,NA,"VPCL_SR",2051371.367
"NJ2020","7","1","T0_T24","c_V1","VP","2",341895.227833333,NA,NA,"VPCL_SR",2051371.367
"NJ2020","7","1","T0_T3","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T6","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T9","c_V1","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T12","c_V1","VP","3",442527.336666667,NA,NA,"VPCL_SR",1327582.01
"NJ2020","7","1","T0_T24","c_V1","VP","3",442527.336666667,NA,NA,"VPCL_SR",1327582.01
"NJ2020","1","1","T0_T3","c_V2","VP","1",-32709.7673333334,NA,1,"LM_SR",-98129.3020000001
"NJ2020","1","1","T0_T6","c_V2","VP","1",-27644.3538333335,2924.51784778186,0.988932177787465,"LM_SR",-165866.123000001
"NJ2020","1","1","T0_T17","c_V2","VP","1",-6292.33607272727,5327.22177770272,0.410925166214468,"LM_SR",-106969.713236364
"NJ2020","1","1","T0_T20","c_V2","VP","1",-260.424546332046,4875.37049373985,0.000950198775385309,"LM_SR",-5208.49092664092
"NJ2020","1","1","T0_T24","c_V2","VP","1",8492.12673581079,6621.23604121542,0.29140304400664,"LM_SR",203811.041659459
"NJ2020","1","1","T0_T3","c_V2","VP","2",26782.9586666667,NA,1,"LM_SR",80348.8760000001
"NJ2020","1","1","T0_T6","c_V2","VP","2",-22825.9191666667,28641.6989712702,0.388425846542872,"LM_SR",-136955.515
"NJ2020","1","1","T0_T17","c_V2","VP","2",2060.54796969697,9092.01525186275,0.0250381801977101,"LM_SR",35029.3154848484
"NJ2020","1","1","T0_T20","c_V2","VP","2",2365.6429800515,5412.23257421661,0.0598703759845347,"LM_SR",47312.85960103
"NJ2020","1","1","T0_T24","c_V2","VP","2",4766.95123243242,4036.72630078643,0.258505925679383,"LM_SR",114406.829578378
"NJ2020","1","1","T0_T3","c_V2","VP","3",-15763.022,NA,1,"LM_SR",-47289.0659999999
"NJ2020","1","1","T0_T6","c_V2","VP","3",-37240.8950000001,12400.2557581705,0.90019389046305,"LM_SR",-223445.370000001
"NJ2020","1","1","T0_T17","c_V2","VP","3",-3259.79610000001,8892.92397630158,0.0629539046615361,"LM_SR",-55416.5337000002
"NJ2020","1","1","T0_T20","c_V2","VP","3",2028.21584362936,6207.92640760545,0.0343581710364128,"LM_SR",40564.3168725871
"NJ2020","1","1","T0_T24","c_V2","VP","3",4088.21243648648,4473.89783413426,0.17270180309835,"LM_SR",98117.0984756754
"NJ2020","2","1","T0_T3","c_V2","VP","1",-102830.811333333,NA,1,"LM_SR",-308492.434
"NJ2020","2","1","T0_T6","c_V2","VP","1",-166363.890166667,36680.8401668705,0.95363985273863,"LM_SR",-998183.341000002
"NJ2020","2","1","T0_T17.5","c_V2","VP","1",-39701.4576236215,31378.3294433458,0.444577079914654,"LM_SR",-694775.508413376
"NJ2020","2","1","T0_T20.5","c_V2","VP","1",-17525.1959002123,23168.4197684128,0.160176780230428,"LM_SR",-359266.515954352
"NJ2020","2","1","T0_T24","c_V2","VP","1",-5501.60078219446,18130.2731169078,0.0225022136870273,"LM_SR",-132038.418772667
"NJ2020","2","1","T0_T3","c_V2","VP","2",-139868.190666667,NA,1,"LM_SR",-419604.572
"NJ2020","2","1","T0_T6","c_V2","VP","2",-215828.422166667,43855.660104231,0.960348212914014,"LM_SR",-1294970.533
"NJ2020","2","1","T0_T17.5","c_V2","VP","2",-64335.477013874,37528.6836518847,0.595045747635732,"LM_SR",-1125870.8477428
"NJ2020","2","1","T0_T20.5","c_V2","VP","2",-44607.0127161055,25462.2655828754,0.505693435396748,"LM_SR",-914443.760680164
"NJ2020","2","1","T0_T24","c_V2","VP","2",-30434.0175670171,20228.8033301651,0.361378193403447,"LM_SR",-730416.421608411
"NJ2020","2","1","T0_T3","c_V2","VP","3",-119770.152333333,NA,1,"LM_SR",-359310.457
"NJ2020","2","1","T0_T6","c_V2","VP","3",-229696.669,63466.1039885778,0.929071098506653,"LM_SR",-1378180.014
"NJ2020","2","1","T0_T17.5","c_V2","VP","3",-72958.2386709356,40106.0663375824,0.623298401736212,"LM_SR",-1276769.17674137
"NJ2020","2","1","T0_T20.5","c_V2","VP","3",-46988.1704491963,28772.6969660836,0.470615309114692,"LM_SR",-963257.494208523
"NJ2020","2","1","T0_T24","c_V2","VP","3",-29850.2355239817,23233.3849095531,0.292124241612416,"LM_SR",-716405.65257556
"NJ2020","3","1","T0_T3","c_V2","VP","1",72952.2896666668,NA,1,"LM_SR",218856.869
"NJ2020","3","1","T0_T6","c_V2","VP","1",6978.78916666659,38089.8182730569,0.0324790076761238,"LM_SR",41872.7349999996
"NJ2020","3","1","T0_T9","c_V2","VP","1",13371.1005666667,17429.4979721092,0.227359063998192,"LM_SR",120339.9051
"NJ2020","3","1","T0_T12","c_V2","VP","1",5500.73633333333,11041.2866509462,0.0764116338150492,"LM_SR",66008.8359999999
"NJ2020","3","1","T0_T24","c_V2","VP","1",11281.9793583333,5063.92712771692,0.553750116901147,"LM_SR",270767.5046
"NJ2020","3","1","T0_T3","c_V2","VP","2",9486.21166666668,NA,1,"LM_SR",28458.635
"NJ2020","3","1","T0_T6","c_V2","VP","2",-22211.3635,18300.6035551334,0.595642188441719,"LM_SR",-133268.181
"NJ2020","3","1","T0_T9","c_V2","VP","2",-9341.20426666662,11054.2337738481,0.263102750542651,"LM_SR",-84070.8383999996
"NJ2020","3","1","T0_T12","c_V2","VP","2",-8082.32909999994,6423.41682212133,0.345438143136438,"LM_SR",-96987.9491999992
"NJ2020","3","1","T0_T24","c_V2","VP","2",5130.17257499998,4720.57410677786,0.227958165092329,"LM_SR",123124.141799999
"NJ2020","3","1","T0_T3","c_V2","VP","3",-706132.554666666,NA,1,"LM_SR",-2118397.664
"NJ2020","3","1","T0_T6","c_V2","VP","3",-369579.436,194309.033658808,0.783440825905893,"LM_SR",-2217476.616
"NJ2020","3","1","T0_T9","c_V2","VP","3",-225774.415933333,120185.25163711,0.638268512106616,"LM_SR",-2031969.7434
"NJ2020","3","1","T0_T12","c_V2","VP","3",-160092.5422,79075.0766638831,0.577396863367564,"LM_SR",-1921110.5064
"NJ2020","3","1","T0_T24","c_V2","VP","3",-57222.9260416667,45323.9362485124,0.284946547419042,"LM_SR",-1373350.225
