"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","Replicate","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","7","1","T0_T9","c_Viruses","VPC","3",18132.1961620468,8653.80437749713,0.687021921464559,"LM_SR"
"NJ2020","1","1","T0_T24","c_Viruses","VPC","1",49486.1407249467,12707.0018275399,0.791300866559417,"LM_SR"
"NJ2020","1","1","T0_T24","c_Viruses","VPC","2",38872.0682302771,40466.731441402,0.187444283761554,"LM_SR"
"NJ2020","1","1","T0_T24","c_Viruses","VPC","3",49102.3454157781,26330.4738943616,0.465073299962271,"LM_SR"
"NJ2020","2","1","T0_T24","c_Viruses","VPC","1",1567521.32196162,485787.239648339,0.722453764344928,"LM_SR"
"NJ2020","2","1","T0_T24","c_Viruses","VPC","2",1491657.78251599,210401.148135728,0.926283967536129,"LM_SR"
"NJ2020","2","1","T0_T24","c_Viruses","VPC","3",909578.891257996,275471.631010766,0.731589062025491,"LM_SR"
"NJ2020","3","1","T0_T24","c_Viruses","VPC","1",-328541.57782516,95308.5608451541,0.748154398016285,"LM_SR"
"NJ2020","3","1","T0_T24","c_Viruses","VPC","2",-331202.558635395,78900.983985271,0.814991895440617,"LM_SR"
"NJ2020","3","1","T0_T24","c_Viruses","VPC","3",-335616.204690832,109975.709320954,0.699543106622945,"LM_SR"
"NJ2020","4","1","T0_T24","c_Viruses","VPC","1",-22404.0511727085,224479.054117574,0.00248405564038815,"LM_SR"
"NJ2020","4","1","T0_T24","c_Viruses","VPC","2",-24813.4328358211,116100.229485307,0.0112905793447376,"LM_SR"
"NJ2020","4","1","T0_T24","c_Viruses","VPC","3",133022.388059701,160118.964005085,0.14715471987157,"LM_SR"
"NJ2020","5","1","T0_T24","c_Viruses","VPC","1",-252468.01705757,109253.003359352,0.571737131935967,"LM_SR"
"NJ2020","5","1","T0_T24","c_Viruses","VPC","2",-201135.394456291,48329.0310387558,0.812387280338422,"LM_SR"
"NJ2020","5","1","T0_T24","c_Viruses","VPC","3",-276540.511727079,84305.5528041236,0.728994056553172,"LM_SR"
"NJ2020","6","1","T0_T24","c_Viruses","VPC","1",-250293.176972282,349280.876863629,0.113771648893132,"LM_SR"
"NJ2020","6","1","T0_T24","c_Viruses","VPC","2",-351700.426439233,85793.7823987281,0.807736966370064,"LM_SR"
"NJ2020","6","1","T0_T24","c_Viruses","VPC","3",-343885.927505331,104304.932834898,0.730997294274418,"LM_SR"
"NJ2020","7","1","T0_T24","c_Viruses","VPC","1",-12328.3582089553,13269.0079091133,0.177503745301648,"LM_SR"
"NJ2020","7","1","T0_T24","c_Viruses","VPC","2",-27275.0533049042,31323.8540748727,0.15934506180516,"LM_SR"
"NJ2020","7","1","T0_T24","c_Viruses","VPC","3",58515.9914712152,11654.9417927631,0.863048640980685,"LM_SR"
"NJ2020","1","1","T0_T12","c_Viruses","VPC","1",89560.7675906183,12140.6393190329,0.947752707667175,"LM_SR"
"NJ2020","1","1","T0_T12","c_Viruses","VPC","2",131505.330490405,70141.9353585697,0.539527547318119,"LM_SR"
"NJ2020","1","1","T0_T12","c_Viruses","VPC","3",116835.820895522,40725.1086374912,0.732870897399418,"LM_SR"
"NJ2020","2","1","T0_T12","c_Viruses","VPC","1",1018422.17484008,1060473.90519359,0.235135818119319,"LM_SR"
"NJ2020","2","1","T0_T12","c_Viruses","VPC","2",1175948.82729211,437950.567090466,0.706166310344333,"LM_SR"
"NJ2020","2","1","T0_T12","c_Viruses","VPC","3",85799.5735607678,321111.313088413,0.0232446802353198,"LM_SR"
"NJ2020","3","1","T0_T12","c_Viruses","VPC","1",-374874.200426439,217927.561183253,0.496560874440328,"LM_SR"
"NJ2020","3","1","T0_T12","c_Viruses","VPC","2",-424017.057569296,171386.310971283,0.671084637912313,"LM_SR"
"NJ2020","3","1","T0_T12","c_Viruses","VPC","3",-615471.215351812,172326.631327714,0.809594990305524,"LM_SR"
"NJ2020","4","1","T0_T12","c_Viruses","VPC","1",529488.272921108,365212.274015827,0.411989299641635,"LM_SR"
"NJ2020","4","1","T0_T12","c_Viruses","VPC","2",334989.339019189,119801.919487391,0.722702297570967,"LM_SR"
"NJ2020","4","1","T0_T12","c_Viruses","VPC","3",565394.456289978,231623.627870745,0.665122729339109,"LM_SR"
"NJ2020","5","1","T0_T12","c_Viruses","VPC","1",-376865.67164179,238290.064557563,0.454671784315879,"LM_SR"
"NJ2020","5","1","T0_T12","c_Viruses","VPC","2",-215927.505330491,111174.610110254,0.557018170275283,"LM_SR"
"NJ2020","5","1","T0_T12","c_Viruses","VPC","3",-495330.490405117,128961.768724722,0.831010537973836,"LM_SR"
"NJ2020","6","1","T0_T12","c_Viruses","VPC","1",-849104.477611939,700917.049312382,0.328489030239544,"LM_SR"
"NJ2020","6","1","T0_T12","c_Viruses","VPC","2",-347953.091684435,198116.502943315,0.506952689817508,"LM_SR"
"NJ2020","6","1","T0_T12","c_Viruses","VPC","3",-537036.247334754,203576.010499057,0.698768408462212,"LM_SR"
"NJ2020","7","1","T0_T12","c_Viruses","VPC","1",-1159.91471215351,29725.1462612164,0.000507297224829665,"LM_SR"
"NJ2020","7","1","T0_T12","c_Viruses","VPC","2",-6055.43710021323,70942.6494426549,0.00242271030278872,"LM_SR"
"NJ2020","7","1","T0_T12","c_Viruses","VPC","3",18848.6140724948,5013.36828976295,0.824921022691956,"LM_SR"
"NJ2020","1","1","T0_T3","c_V1","VPC","1",136930.449483572,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_V1","VPC","2",-121285.534055521,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_V1","VPC","3",-30229.2528511229,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V1","VPC","1",-600159.665769124,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V1","VPC","2",48061.9116089239,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V1","VPC","3",-243519.884732615,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V1","VPC","1",196186.296017107,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V1","VPC","2",426184.407335081,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V1","VPC","3",-183056.093042204,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V1","VPC","1",-418201.678313537,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V1","VPC","2",-237237.725605234,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V1","VPC","3",254912.925818702,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V1","VPC","1",1002574.17789037,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V1","VPC","2",348523.740793139,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V1","VPC","3",-588528.588568669,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V1","VPC","1",-61225.2896362042,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V1","VPC","2",-186691.719657117,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V1","VPC","3",150044.093215582,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V1","VPC","1",-120877.112440403,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V1","VPC","2",73525.2060184381,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V1","VPC","3",44496.8288374811,NA,1,"LM_SR"
"NJ2020","1","1","T0_T6","c_V1","VPC","1",88223.0098268696,28121.2533973344,0.907768221630602,"LM_SR"
"NJ2020","1","1","T0_T6","c_V1","VPC","2",179192.822973061,173481.260316109,0.516190770175221,"LM_SR"
"NJ2020","1","1","T0_T6","c_V1","VPC","3",-7231.89116427208,13277.5329605551,0.228791869237124,"LM_SR"
"NJ2020","2","1","T0_T6","c_V1","VPC","1",2632926.71595648,1866623.29280259,0.665506275465214,"LM_SR"
"NJ2020","2","1","T0_T6","c_V1","VPC","2",10780.5950197353,21524.3781685091,0.200547370287814,"LM_SR"
"NJ2020","2","1","T0_T6","c_V1","VPC","3",358004.87940529,347290.484499246,0.515187853748599,"LM_SR"
"NJ2020","3","1","T0_T6","c_V1","VPC","1",259907.241315893,36789.3049212725,0.980357760729735,"LM_SR"
"NJ2020","3","1","T0_T6","c_V1","VPC","2",157859.390530323,154917.520682538,0.50940481700921,"LM_SR"
"NJ2020","3","1","T0_T6","c_V1","VPC","3",-15984.5785191884,96458.7838837823,0.0267271962289094,"LM_SR"
"NJ2020","4","1","T0_T6","c_V1","VPC","1",669895.700491218,628213.314557455,0.532077008007851,"LM_SR"
"NJ2020","4","1","T0_T6","c_V1","VPC","2",565979.151728203,463737.480346112,0.598321748684507,"LM_SR"
"NJ2020","4","1","T0_T6","c_V1","VPC","3",1105638.46439261,491166.61870214,0.835179497972269,"LM_SR"
"NJ2020","5","1","T0_T6","c_V1","VPC","1",-201329.14498863,695073.907542475,0.0774039161133626,"LM_SR"
"NJ2020","5","1","T0_T6","c_V1","VPC","2",-254684.300837168,348262.325212601,0.348449289022009,"LM_SR"
"NJ2020","5","1","T0_T6","c_V1","VPC","3",-835265.230578484,142453.466683309,0.971735247046948,"LM_SR"
"NJ2020","6","1","T0_T6","c_V1","VPC","1",-645548.605815379,337359.223889819,0.785482085078055,"LM_SR"
"NJ2020","6","1","T0_T6","c_V1","VPC","2",-752353.973751681,326585.254671904,0.841446689981622,"LM_SR"
"NJ2020","6","1","T0_T6","c_V1","VPC","3",-859781.154070449,583022.878355068,0.685012237374914,"LM_SR"
"NJ2020","7","1","T0_T6","c_V1","VPC","1",37905.9000687534,91673.4150149015,0.146009136087161,"LM_SR"
"NJ2020","7","1","T0_T6","c_V1","VPC","2",208644.681323371,78011.2654400646,0.877348677698915,"LM_SR"
"NJ2020","7","1","T0_T6","c_V1","VPC","3",23055.6440482683,12379.073809796,0.776225860718007,"LM_SR"
"NJ2020","1","1","T0_T9","c_V1","VPC","1",66037.0454285841,17950.8583997559,0.871244647411065,"LM_SR"
"NJ2020","1","1","T0_T9","c_V1","VPC","2",158608.342125653,78488.1508260465,0.671247623956373,"LM_SR"
"NJ2020","1","1","T0_T9","c_V1","VPC","3",62481.6200138297,40684.7611507898,0.541129473538946,"LM_SR"
"NJ2020","2","1","T0_T9","c_V1","VPC","1",297599.10103373,1585804.16817049,0.0173042664919213,"LM_SR"
"NJ2020","2","1","T0_T9","c_V1","VPC","2",1248995.06434934,714948.261850817,0.60411040001762,"LM_SR"
"NJ2020","2","1","T0_T9","c_V1","VPC","3",-189596.826721625,352247.089851873,0.126527910885515,"LM_SR"
"NJ2020","3","1","T0_T9","c_V1","VPC","1",-23584.998557879,164499.160932615,0.0101735701538453,"LM_SR"
"NJ2020","3","1","T0_T9","c_V1","VPC","2",-282189.489219284,263339.248560699,0.36473391991329,"LM_SR"
"NJ2020","3","1","T0_T9","c_V1","VPC","3",-492094.400201783,278246.377931283,0.609968547431479,"LM_SR"
"NJ2020","4","1","T0_T9","c_V1","VPC","1",856305.943330221,300854.316786742,0.802002284637127,"LM_SR"
"NJ2020","4","1","T0_T9","c_V1","VPC","2",365934.857525869,237380.980738816,0.543001197936008,"LM_SR"
"NJ2020","4","1","T0_T9","c_V1","VPC","3",725918.797188724,310340.573165358,0.732312778799752,"LM_SR"
"NJ2020","5","1","T0_T9","c_V1","VPC","1",-287091.809534827,314765.455960404,0.293758630217858,"LM_SR"
"NJ2020","5","1","T0_T9","c_V1","VPC","2",-105177.524403321,178067.650531226,0.148530292987603,"LM_SR"
"NJ2020","5","1","T0_T9","c_V1","VPC","3",-554330.593977378,174260.402983821,0.834970730015952,"LM_SR"
"NJ2020","6","1","T0_T9","c_V1","VPC","1",-1531674.88906334,533387.456866947,0.804803413812266,"LM_SR"
"NJ2020","6","1","T0_T9","c_V1","VPC","2",-354611.394446513,272148.192800537,0.459142402406764,"LM_SR"
"NJ2020","6","1","T0_T9","c_V1","VPC","3",-622608.653235689,294505.348657412,0.690849717087343,"LM_SR"
"NJ2020","7","1","T0_T9","c_V1","VPC","1",38121.4407616977,40997.7864040118,0.30182348797285,"LM_SR"
"NJ2020","7","1","T0_T9","c_V1","VPC","2",63103.0217966693,90983.2020743802,0.193885242712498,"LM_SR"
"NJ2020","7","1","T0_T9","c_V1","VPC","3",14480.8429677371,7426.80044621541,0.655276749645279,"LM_SR"
"NJ2020","1","1","T0_T24","c_V1","VPC","1",44534.7987306832,11155.4321046221,0.799375254737745,"LM_SR"
"NJ2020","1","1","T0_T24","c_V1","VPC","2",40069.0074279946,31626.2301052812,0.286373719325808,"LM_SR"
"NJ2020","1","1","T0_T24","c_V1","VPC","3",40017.073645295,23655.2144165498,0.417061232444812,"LM_SR"
"NJ2020","2","1","T0_T24","c_V1","VPC","1",1428924.56801654,451543.213333687,0.71457695764107,"LM_SR"
"NJ2020","2","1","T0_T24","c_V1","VPC","2",1356565.33925502,208671.818653546,0.913536635845389,"LM_SR"
"NJ2020","2","1","T0_T24","c_V1","VPC","3",803533.517231296,243526.235736535,0.731312932841832,"LM_SR"
"NJ2020","3","1","T0_T24","c_V1","VPC","1",-314790.704215156,90189.7621976894,0.752816359197015,"LM_SR"
"NJ2020","3","1","T0_T24","c_V1","VPC","2",-305052.43063397,74093.4906443351,0.809076029585059,"LM_SR"
"NJ2020","3","1","T0_T24","c_V1","VPC","3",-313720.695911576,98804.9425219372,0.715941153697385,"LM_SR"
"NJ2020","4","1","T0_T24","c_V1","VPC","1",-47450.9864224169,192835.036816955,0.0149119236354073,"LM_SR"
"NJ2020","4","1","T0_T24","c_V1","VPC","2",-28119.4005956005,121668.696655892,0.0131775129622916,"LM_SR"
"NJ2020","4","1","T0_T24","c_V1","VPC","3",138457.371662144,149121.229586575,0.177308727512204,"LM_SR"
"NJ2020","5","1","T0_T24","c_V1","VPC","1",-187969.912042704,81666.4697482095,0.569787064007404,"LM_SR"
"NJ2020","5","1","T0_T24","c_V1","VPC","2",-141458.053125117,45076.5613991902,0.711152346588785,"LM_SR"
"NJ2020","5","1","T0_T24","c_V1","VPC","3",-236864.268410771,78124.1435636514,0.696794953963706,"LM_SR"
"NJ2020","6","1","T0_T24","c_V1","VPC","1",-212065.30926599,284506.005420061,0.121958342643883,"LM_SR"
"NJ2020","6","1","T0_T24","c_V1","VPC","2",-317757.269803902,68934.1240479303,0.841572963595672,"LM_SR"
"NJ2020","6","1","T0_T24","c_V1","VPC","3",-341145.142833784,90841.4247571621,0.779041753112048,"LM_SR"
"NJ2020","7","1","T0_T24","c_V1","VPC","1",-20306.4626722026,15189.1843314008,0.308832484895694,"LM_SR"
"NJ2020","7","1","T0_T24","c_V1","VPC","2",-31885.183878529,29515.3713794027,0.225860620189821,"LM_SR"
"NJ2020","7","1","T0_T24","c_V1","VPC","3",47533.1646057177,9714.19934189006,0.856851693406597,"LM_SR"
"NJ2020","1","1","T0_T12","c_V1","VPC","1",78285.7408352985,12546.763944733,0.928454854842486,"LM_SR"
"NJ2020","1","1","T0_T12","c_V1","VPC","2",118751.174802276,50823.1692804762,0.645368833298448,"LM_SR"
"NJ2020","1","1","T0_T12","c_V1","VPC","3",104454.076615637,33748.7624616931,0.761513509340563,"LM_SR"
"NJ2020","2","1","T0_T12","c_V1","VPC","1",860964.26337846,971623.240755834,0.207437294528304,"LM_SR"
"NJ2020","2","1","T0_T12","c_V1","VPC","2",1033537.07131562,431112.191076994,0.657040993697297,"LM_SR"
"NJ2020","2","1","T0_T12","c_V1","VPC","3",43328.929900534,243811.689907818,0.0104178351769214,"LM_SR"
"NJ2020","3","1","T0_T12","c_V1","VPC","1",-343000.217115358,207433.568316587,0.476823520452291,"LM_SR"
"NJ2020","3","1","T0_T12","c_V1","VPC","2",-383550.456710445,162912.661226046,0.648830295379698,"LM_SR"
"NJ2020","3","1","T0_T12","c_V1","VPC","3",-551318.283472912,164244.244121969,0.789730725265052,"LM_SR"
"NJ2020","4","1","T0_T12","c_V1","VPC","1",467022.633641766,284050.943277911,0.473982509409772,"LM_SR"
"NJ2020","4","1","T0_T12","c_V1","VPC","2",339080.974058296,137926.140952096,0.668282864460231,"LM_SR"
"NJ2020","4","1","T0_T12","c_V1","VPC","3",553597.397851215,204943.842732784,0.708640637463627,"LM_SR"
"NJ2020","5","1","T0_T12","c_V1","VPC","1",-259865.972628094,182408.459655095,0.403530223305607,"LM_SR"
"NJ2020","5","1","T0_T12","c_V1","VPC","2",-121275.718141412,103226.676150661,0.315110600184766,"LM_SR"
"NJ2020","5","1","T0_T12","c_V1","VPC","3",-437384.104227516,121165.409685683,0.812859403969389,"LM_SR"
"NJ2020","6","1","T0_T12","c_V1","VPC","1",-696034.329685794,572362.741513864,0.330182395097301,"LM_SR"
"NJ2020","6","1","T0_T12","c_V1","VPC","2",-310970.166350078,159132.225559295,0.560036635796513,"LM_SR"
"NJ2020","6","1","T0_T12","c_V1","VPC","3",-458087.435181373,194765.355901145,0.648377924673723,"LM_SR"
"NJ2020","7","1","T0_T12","c_V1","VPC","1",9796.89035674715,28769.7679614762,0.0372144896706383,"LM_SR"
"NJ2020","7","1","T0_T12","c_V1","VPC","2",-5883.22356920611,65921.7847386538,0.0026478906560537,"LM_SR"
"NJ2020","7","1","T0_T12","c_V1","VPC","3",14502.5780489142,4287.88359923079,0.792235589996052,"LM_SR"
"NJ2020","1","1","T0_T3","c_V2","VPC","1",131.242434548873,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_V2","VPC","2",-13075.7259062006,NA,1,"LM_SR"
"NJ2020","1","1","T0_T3","c_V2","VPC","3",-44666.8728931876,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V2","VPC","1",-116016.027642893,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V2","VPC","2",-56264.6376590704,NA,1,"LM_SR"
"NJ2020","2","1","T0_T3","c_V2","VPC","3",62145.3478346187,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V2","VPC","1",-34057.7907623476,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V2","VPC","2",13303.9685324897,NA,1,"LM_SR"
"NJ2020","3","1","T0_T3","c_V2","VPC","3",-52502.1215107603,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V2","VPC","1",-65200.7661447239,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V2","VPC","2",15378.2600517272,NA,1,"LM_SR"
"NJ2020","4","1","T0_T3","c_V2","VPC","3",-101786.448396897,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V2","VPC","1",165973.496500651,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V2","VPC","2",-167677.939660368,NA,1,"LM_SR"
"NJ2020","5","1","T0_T3","c_V2","VPC","3",-203196.093626431,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V2","VPC","1",-178609.680358338,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V2","VPC","2",-49410.8111404822,NA,1,"LM_SR"
"NJ2020","6","1","T0_T3","c_V2","VPC","3",-123278.512282251,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V2","VPC","1",-20256.2856752949,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V2","VPC","2",-18752.3277684679,NA,1,"LM_SR"
"NJ2020","7","1","T0_T3","c_V2","VPC","3",6014.06969728291,NA,1,"LM_SR"
"NJ2020","1","1","T0_T6","c_V2","VPC","1",-12472.6706283557,7276.87259971044,0.74605420849458,"LM_SR"
"NJ2020","1","1","T0_T6","c_V2","VPC","2",44661.1035898877,33334.3740517223,0.642223452463184,"LM_SR"
"NJ2020","1","1","T0_T6","c_V2","VPC","3",-15606.0722292905,16778.2610861671,0.463851190119319,"LM_SR"
"NJ2020","2","1","T0_T6","c_V2","VPC","1",-11432.7657449116,60381.1744095298,0.0346100534685172,"LM_SR"
"NJ2020","2","1","T0_T6","c_V2","VPC","2",-77689.2484869385,12369.504828752,0.975276466917574,"LM_SR"
"NJ2020","2","1","T0_T6","c_V2","VPC","3",-62719.1997651389,72090.5801689601,0.430818730006857,"LM_SR"
"NJ2020","3","1","T0_T6","c_V2","VPC","1",-18013.2063591973,9263.34512419458,0.790853850070581,"LM_SR"
"NJ2020","3","1","T0_T6","c_V2","VPC","2",-5662.37215095935,10950.2218991313,0.210979119370573,"LM_SR"
"NJ2020","3","1","T0_T6","c_V2","VPC","3",-7316.57995347371,26087.8845815786,0.0729214116918838,"LM_SR"
"NJ2020","4","1","T0_T6","c_V2","VPC","1",36860.0674296202,58924.8497378657,0.281250283864597,"LM_SR"
"NJ2020","4","1","T0_T6","c_V2","VPC","2",-67677.5292722807,47952.2823239725,0.665765712913723,"LM_SR"
"NJ2020","4","1","T0_T6","c_V2","VPC","3",27466.5063657093,74624.2282257466,0.119308393207312,"LM_SR"
"NJ2020","5","1","T0_T6","c_V2","VPC","1",-173929.941510044,196243.341433954,0.439939970177738,"LM_SR"
"NJ2020","5","1","T0_T6","c_V2","VPC","2",-177336.793342487,5576.54177343407,0.999012122769264,"LM_SR"
"NJ2020","5","1","T0_T6","c_V2","VPC","3",-86513.5601499945,67366.6921123488,0.622530042590181,"LM_SR"
"NJ2020","6","1","T0_T6","c_V2","VPC","1",-75571.0858517542,59489.3602752978,0.617406020006588,"LM_SR"
"NJ2020","6","1","T0_T6","c_V2","VPC","2",-86409.7028910351,21361.320111899,0.942407005668927,"LM_SR"
"NJ2020","6","1","T0_T6","c_V2","VPC","3",-87005.0181795062,20942.5115846689,0.94523432931625,"LM_SR"
"NJ2020","7","1","T0_T6","c_V2","VPC","1",-13083.0202400699,4141.48672999597,0.908920160192329,"LM_SR"
"NJ2020","7","1","T0_T6","c_V2","VPC","2",17487.7632693971,20923.226316168,0.411270201623084,"LM_SR"
"NJ2020","7","1","T0_T6","c_V2","VPC","3",3909.46668705284,1215.09311449346,0.911908251242817,"LM_SR"
"NJ2020","1","1","T0_T9","c_V2","VPC","1",6311.82104873873,11322.968581108,0.134474147294406,"LM_SR"
"NJ2020","1","1","T0_T9","c_V2","VPC","2",25549.0783726897,18547.0375348274,0.486861814759745,"LM_SR"
"NJ2020","1","1","T0_T9","c_V2","VPC","3",1701.43407451587,12496.0767376758,0.00918429387978026,"LM_SR"
"NJ2020","2","1","T0_T9","c_V2","VPC","1",-102620.994486637,59168.7552539278,0.600644357322195,"LM_SR"
"NJ2020","2","1","T0_T9","c_V2","VPC","2",-3737.23532650222,43053.0797981067,0.00375343831056711,"LM_SR"
"NJ2020","2","1","T0_T9","c_V2","VPC","3",-125196.050696273,48379.0173240756,0.770030292478904,"LM_SR"
"NJ2020","3","1","T0_T9","c_V2","VPC","1",-6752.52501051966,7709.05705799825,0.27725758201148,"LM_SR"
"NJ2020","3","1","T0_T9","c_V2","VPC","2",-6357.75223256777,4913.517722977,0.45567227441825,"LM_SR"
"NJ2020","3","1","T0_T9","c_V2","VPC","3",-20293.0113038168,13865.2371509377,0.517152358137652,"LM_SR"
"NJ2020","4","1","T0_T9","c_V2","VPC","1",153607.450021032,72372.2646965522,0.692537057315254,"LM_SR"
"NJ2020","4","1","T0_T9","c_V2","VPC","2",-27942.1789819758,31403.5607892905,0.283591628922461,"LM_SR"
"NJ2020","4","1","T0_T9","c_V2","VPC","3",27687.9825543602,33373.2143825708,0.256039263273935,"LM_SR"
"NJ2020","5","1","T0_T9","c_V2","VPC","1",-123484.57544822,92469.1018510316,0.471365420643403,"LM_SR"
"NJ2020","5","1","T0_T9","c_V2","VPC","2",-137933.492152209,22885.7949798721,0.947814951242165,"LM_SR"
"NJ2020","5","1","T0_T9","c_V2","VPC","3",-48824.2966147597,37163.7964939195,0.463226224747867,"LM_SR"
"NJ2020","6","1","T0_T9","c_V2","VPC","1",-282540.002102159,122419.3920987,0.727026363997891,"LM_SR"
"NJ2020","6","1","T0_T9","c_V2","VPC","2",33214.5846430687,69722.673897367,0.101906342997385,"LM_SR"
"NJ2020","6","1","T0_T9","c_V2","VPC","3",-72554.2232349126,12542.9761143447,0.943598208351327,"LM_SR"
"NJ2020","7","1","T0_T9","c_V2","VPC","1",-6682.79958852325,4133.35907744627,0.566539466421241,"LM_SR"
"NJ2020","7","1","T0_T9","c_V2","VPC","2",4279.48500225064,12071.0045766557,0.0591284544368972,"LM_SR"
"NJ2020","7","1","T0_T9","c_V2","VPC","3",3692.44947343602,557.663948132367,0.956371273709142,"LM_SR"
"NJ2020","1","1","T0_T24","c_V2","VPC","1",5983.49024601975,2876.20098919253,0.519683096887223,"LM_SR"
"NJ2020","1","1","T0_T24","c_V2","VPC","2",-255.016158707812,6736.28800877294,0.000358161201811339,"LM_SR"
"NJ2020","1","1","T0_T24","c_V2","VPC","3",5810.71529071801,3628.42617592204,0.390672805170079,"LM_SR"
"NJ2020","2","1","T0_T24","c_V2","VPC","1",141490.891395618,70195.1072596417,0.503904696240171,"LM_SR"
"NJ2020","2","1","T0_T24","c_V2","VPC","2",139672.659953161,40514.0814209252,0.748195161146289,"LM_SR"
"NJ2020","2","1","T0_T24","c_V2","VPC","3",107899.421405221,48670.7592586591,0.5513057385413,"LM_SR"
"NJ2020","3","1","T0_T24","c_V2","VPC","1",-1259.58308592697,3690.20157636224,0.0283024844998515,"LM_SR"
"NJ2020","3","1","T0_T24","c_V2","VPC","2",-7425.44063686811,1350.81346915845,0.883099603306254,"LM_SR"
"NJ2020","3","1","T0_T24","c_V2","VPC","3",-2866.27304541903,6342.86561656557,0.0485713667857984,"LM_SR"
"NJ2020","4","1","T0_T24","c_V2","VPC","1",22913.6239139003,32448.0517525527,0.110847651873127,"LM_SR"
"NJ2020","4","1","T0_T24","c_V2","VPC","2",5191.01015394754,10270.6977811135,0.0600286376988263,"LM_SR"
"NJ2020","4","1","T0_T24","c_V2","VPC","3",-2718.65512810827,10441.8878143891,0.0166644861010156,"LM_SR"
"NJ2020","5","1","T0_T24","c_V2","VPC","1",-60642.2463787649,27061.2948017665,0.556626090053324,"LM_SR"
"NJ2020","5","1","T0_T24","c_V2","VPC","2",-54198.7581263512,16826.9464469241,0.721729854204357,"LM_SR"
"NJ2020","5","1","T0_T24","c_V2","VPC","3",-36907.5510438643,11078.2183688502,0.735084826314897,"LM_SR"
"NJ2020","6","1","T0_T24","c_V2","VPC","1",-27112.3515374424,57496.769234751,0.0526614379966119,"LM_SR"
"NJ2020","6","1","T0_T24","c_V2","VPC","2",-30853.1810066591,22392.4929918232,0.321853649396426,"LM_SR"
"NJ2020","6","1","T0_T24","c_V2","VPC","3",-4191.13083994693,17461.7946989609,0.0141975879399322,"LM_SR"
"NJ2020","7","1","T0_T24","c_V2","VPC","1",5589.65313605361,4401.10439699072,0.287374271468356,"LM_SR"
"NJ2020","7","1","T0_T24","c_V2","VPC","2",4157.99122770691,3606.72978960616,0.249396570340968,"LM_SR"
"NJ2020","7","1","T0_T24","c_V2","VPC","3",10664.4440275727,2034.24050880174,0.872949272268335,"LM_SR"
"NJ2020","1","1","T0_T12","c_V2","VPC","1",7448.04460466666,6570.15021283899,0.299898209828422,"LM_SR"
"NJ2020","1","1","T0_T12","c_V2","VPC","2",9985.65270655624,13978.7078537748,0.145370270818269,"LM_SR"
"NJ2020","1","1","T0_T12","c_V2","VPC","3",8433.645624031,8195.0108029481,0.260917540675164,"LM_SR"
"NJ2020","2","1","T0_T12","c_V2","VPC","1",169888.582021974,160999.390151227,0.270689373944171,"LM_SR"
"NJ2020","2","1","T0_T12","c_V2","VPC","2",151860.418092157,93209.7946024547,0.469439563085658,"LM_SR"
"NJ2020","2","1","T0_T12","c_V2","VPC","3",51981.4311799938,106038.341181006,0.0741624630138634,"LM_SR"
"NJ2020","3","1","T0_T12","c_V2","VPC","1",-11393.0821625781,5195.00822601188,0.615857962261007,"LM_SR"
