"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","VP","abs_VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","1","1","T0_T24","c_V2","VPC",31397.3175580094,192896.79062047,22310.6299505281,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T24","c_V2","VPC",4993.39736325722,119676.620622877,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T24","c_V2","VPC",0,0,0,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T24","c_V2","VPC",4993.39736325722,119676.620622877,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V2","VPC",0,0,0,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T24","c_V2","VPC",4993.3973632572,119676.620622877,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V2","VPC",0,0,0,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T24","c_V3","VPC",737.376086363905,17697.0260727337,1591.46754585902,0.0132395816558333,"LM_AP"
"NJ2020","1","1","T0_T24","c_V3","VPC",737.376086363897,17697.0260727335,835.521641352684,0.0652453587679758,"LM_SR_AVG"
"NJ2020","1","1","T0_T24","c_V3","VPC",737.376086363898,17697.0260727336,1624.37093405274,0.0489927175515763,"LM_AR"
"NJ2020","1","1","T0_T24","c_V3","VPC",737.376086363898,17697.0260727336,1624.37093405274,0.0489927175515763,"LM_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V3","VPC",737.376086363895,17697.0260727335,1624.37093405275,0.0489927175515766,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V3","VPC",30876.6681881312,170480.096942408,10028.249367286,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T24","c_V3","VPC",6440.09446448523,90161.3225027933,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T24","c_V3","VPC",27741.4063559212,83224.2190677637,24926.6243490831,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T24","c_V3","VPC",6440.09446448523,90161.3225027933,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V3","VPC",27741.4063559212,83224.2190677637,24926.6243490831,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T24","c_V3","VPC",6440.09446448525,90161.3225027935,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V3","VPC",27741.4063559213,83224.2190677638,19858.6143619518,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-19356.3648936788,-464552.75744829,62493.2754660915,NA,"LM_AP"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-19356.3648936787,-464552.757448288,22729.6877197448,NA,"LM_SR_AVG"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-19356.3648936786,-464552.75744829,106307.03241274,NA,"LM_AR"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-19356.3648936787,-464552.757448289,102888.594266013,0.00877056021782915,"LM_AR_DIFF"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-19356.3648936793,-464552.757448304,102888.594266013,0.00877056021782972,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-54283.8528446208,-4173134.32835822,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-219649.372186686,-4030021.32196162,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",-93290.689410093,-3934498.93390192,257688.747758306,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",777213.930348258,4663283.58208955,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",1509907.60483298,4529722.81449893,343230.852160905,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",777213.930348256,4663283.58208953,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_Viruses","Diff",1509907.60483298,4529722.81449893,363599.196137476,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T24","c_V1","Diff",-12995.9866908274,-311903.68057985,48584.6565231249,NA,"LM_AP"
"NJ2020","1","1","T0_T24","c_V1","Diff",-12995.9866908274,-311903.680579858,18374.306327941,NA,"LM_SR_AVG"
"NJ2020","1","1","T0_T24","c_V1","Diff",-12995.9866908274,-311903.68057986,80914.4294467986,NA,"LM_AR"
"NJ2020","1","1","T0_T24","c_V1","Diff",-12995.9866908274,-311903.680579858,77491.5595585259,0.00698243102137765,"LM_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V1","Diff",-12995.9866908269,-311903.680579846,77491.559558526,0.00698243102137706,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V1","Diff",-213742.176601073,-3168132.277261,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T24","c_V1","Diff",-161534.348331915,-2974915.84191521,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T24","c_V1","Diff",-70099.83878608,-3047279.22536563,211883.096978691,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T24","c_V1","Diff",607211.817995924,3643270.90797554,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V1","Diff",1129020.06687684,3387060.20063053,289109.761592231,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T24","c_V1","Diff",607211.817995927,3643270.90797556,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V1","Diff",1129020.06687684,3387060.20063053,314945.425647007,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T24","c_V2","Diff",-6196.44004425697,-148714.561062168,10035.2565827666,NA,"LM_AP"
"NJ2020","1","1","T0_T24","c_V2","Diff",-6196.44004425698,-148714.561062168,3989.06512652715,NA,"LM_SR_AVG"
"NJ2020","1","1","T0_T24","c_V2","Diff",-6196.44004425699,-148714.561062167,16662.1137573569,NA,"LM_AR"
"NJ2020","1","1","T0_T24","c_V2","Diff",-6196.44004425698,-148714.561062168,16061.1155958826,0.0358761573251627,"LM_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V2","Diff",-6196.44004425699,-148714.561062168,16061.1155958826,0.0358761573251629,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V2","Diff",-13955.3160477915,-688755.203016124,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T24","c_V2","Diff",-42279.5474410379,-731236.385854435,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T24","c_V2","Diff",-47272.9448042951,-850913.006477312,8255.42855039378,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T24","c_V2","Diff",224919.585499354,674758.756498062,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V2","Diff",224919.585499354,674758.756498062,72560.3050969831,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T24","c_V2","Diff",224919.585499354,674758.756498062,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V2","Diff",224919.585499354,674758.756498062,49055.0135024879,NA,"VPCL_AR_DIFF_LMER_SE"
"NJ2020","1","1","T0_T24","c_V3","Diff",-163.938158593829,-3934.5158062519,5782.76874328834,NA,"LM_AP"
"NJ2020","1","1","T0_T24","c_V3","Diff",-163.938158593827,-3934.51580625187,1899.89250969749,NA,"LM_SR_AVG"
"NJ2020","1","1","T0_T24","c_V3","Diff",-163.938158593829,-3934.5158062519,9807.81670991596,NA,"LM_AR"
"NJ2020","1","1","T0_T24","c_V3","Diff",-163.938158593824,-3934.51580625177,9703.79945820783,7.1348607451317e-05,"LM_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V3","Diff",-163.938158593866,-3934.51580625278,9703.79945820783,7.13486074513535e-05,"LM_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V3","Diff",11105.1558689873,-241566.377990346,NA,NA,"VPCL_SR_AVG"
"NJ2020","1","1","T0_T24","c_V3","Diff",-11165.447581658,-313628.875439256,NA,NA,"VPCL_AR"
"NJ2020","1","1","T0_T24","c_V3","Diff",3563.8437122585,-255261.657943514,28196.9800483959,NA,"VPCL_AR_SE"
"NJ2020","1","1","T0_T24","c_V3","Diff",155967.952456782,467903.857370346,NA,NA,"VPCL_AR_DIFF"
"NJ2020","1","1","T0_T24","c_V3","Diff",155967.952456782,467903.857370346,38016.2030584958,NA,"VPCL_AR_DIFF_SE"
"NJ2020","1","1","T0_T24","c_V3","Diff",155967.952456782,467903.857370346,NA,NA,"VPCL_AR_DIFF_LMER"
"NJ2020","1","1","T0_T24","c_V3","Diff",155967.952456782,467903.857370346,28084.3217606093,NA,"VPCL_AR_DIFF_LMER_SE"
